,loss,val_loss
0,0.30854180455207825,0.302240252494812
1,0.3116927146911621,0.30300864577293396
2,0.2940218150615692,0.27761292457580566
3,0.2964487671852112,0.31683823466300964
4,0.28644686937332153,0.30444836616516113
5,0.2891557812690735,0.28081214427948
6,0.2816540598869324,0.29195278882980347
7,0.29183080792427063,0.2789781391620636
8,0.28236907720565796,0.27678748965263367
9,0.27984926104545593,0.2810177206993103
10,0.2764621376991272,0.2661062180995941
11,0.2617655396461487,0.2958120107650757
12,0.2622414231300354,0.29423871636390686
13,0.27185508608818054,0.2775365114212036
14,0.27514711022377014,0.2637785077095032
15,0.2648888826370239,0.29775893688201904
16,0.26775142550468445,0.2781371474266052
17,0.25847166776657104,0.30014660954475403
18,0.2649293541908264,0.2737950086593628
19,0.2592671513557434,0.27880537509918213
